filename,variable,missing_percent,test_result,r_value,verdict
JANUARY_2019.CSV,c06_marital_status,8.69,Pattern Found (r=0.65),0.6501,Likely MAR (Impute)
JANUARY_2019.CSV,c07_highest_grade_completed,8.69,Pattern Found (r=0.76),0.7593,Likely MAR (Impute)
JULY_2019.CSV,first_time_to_look_for_work,99.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c32_job_search_method,99.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c33_number_of_weeks_spent_in_looking_for_work,99.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c35_when_last_looked_for_work,98.99,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c27_number_of_jobs_during_the_past_week,96.52,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,available_for_work,96.35,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.35,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,previous_occupation,84.45,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c25_basic_pay_per_day_(primary_occupation),79.31,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,78.79,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c24_basis_of_payment_(primary_occupation),76.3,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c34_reason_for_not_looking_for_work,72.56,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,71.58,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,previous_job_indicator,71.58,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,kind_of_business_(past_quarter),60.87,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,want_more_hours_of_work,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c22_first_time_to_work,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,look_for_additional_work,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c19_total_number_of_hours_worked_during_the_past_week,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c17_nature_of_employment_(primary_occupation),60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,normal_working_hours_per_day,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,total_hours_worked_for_all_jobs,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,other_job_indicator,60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c23_class_of_worker_(primary_occupation),60.36,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c14_primary_occupation,59.78,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c16_kind_of_business_(primary_occupation),59.78,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c08_currently_attending_school,59.3,Insufficient Data,,Potential MNAR (Drop)
JULY_2019.CSV,c12_job_indicator,49.79,Pattern Found (r=0.91),0.9052,Likely MAR (Impute)
JULY_2019.CSV,c41_did_work_or_had_a_job_during_the_past_quarter,44.81,Pattern Found (r=0.72),0.7221,Likely MAR (Impute)
JULY_2019.CSV,"new_employment_criteria_(jul_05,_2005)",31.94,Pattern Found (r=0.95),0.9533,Likely MAR (Impute)
JULY_2019.CSV,c09_graduate_of_technical/vocational_course,30.35,Pattern Found (r=0.99),0.9894,Likely MAR (Impute)
JULY_2019.CSV,c09a___currently_attending_non_formal_training_for_skills_development,30.35,Pattern Found (r=0.95),0.9515,Likely MAR (Impute)
JULY_2019.CSV,c10_overseas_filipino_indicator,30.35,Pattern Found (r=0.99),0.9894,Likely MAR (Impute)
JULY_2019.CSV,work_indicator,9.87,Pattern Found (r=0.55),0.5492,Likely MAR (Impute)
JULY_2019.CSV,c06_marital_status,8.27,Pattern Found (r=0.64),0.6368,Likely MAR (Impute)
JULY_2019.CSV,c07_highest_grade_completed,8.27,Pattern Found (r=0.64),0.6368,Likely MAR (Impute)
JUNE_2022.csv,first_time_to_look_for_work,98.43,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,available_for_work,96.07,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c29___last_worked_(year),86.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,previous_occupation,86.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c29___last_worked_(month),86.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,kind_of_business_(past_quarter),86.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.5,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c26_reason_for_not_looking_for_work,73.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,previous_job_indicator,71.81,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,71.81,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,normal_working_hours_per_day,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c16_nature_of_employment_(primary_occupation),56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,want_more_hours_of_work,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,look_for_additional_work,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c18_total_number_of_hours_worked_during_the_past_week,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,total_hours_worked_for_all_jobs,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,other_job_indicator,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c21_class_of_worker_(primary_occupation),56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c20b___first_time_to_do_any_work,56.38,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c09a_work_indicator,56.19,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c13_major_occupation_group,55.83,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c15_major_industry_group,55.83,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,"location_of_work_(province,_municipality)",55.83,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,c10_job_indicator,51.74,Insufficient Data,,Potential MNAR (Drop)
JUNE_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.19,Pattern Found (r=0.86),0.8582,Likely MAR (Impute)
JUNE_2022.csv,c08_overseas_filipino_indicator,26.77,Pattern Found (r=0.77),0.7748,Likely MAR (Impute)
JUNE_2022.csv,work_indicator,7.93,Pattern Found (r=0.50),0.4985,Likely MAR (Impute)
JUNE_2022.csv,c06_marital_status,6.52,Pattern Found (r=0.59),0.5862,Likely MAR (Impute)
JUNE_2022.csv,c07_highest_grade_completed,6.52,Pattern Found (r=0.59),0.5862,Likely MAR (Impute)
FEBRUARY_2022.csv,available_for_work,95.4,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,previous_occupation,85.34,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c29___last_worked_(year),85.34,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c29___last_worked_(month),85.34,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,kind_of_business_(past_quarter),85.34,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c24_reasons_for_working_more_than_48_hours_during_the_past_week,78.17,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c26_reason_for_not_looking_for_work,72.26,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,70.62,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,previous_job_indicator,70.62,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,normal_working_hours_per_day,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,other_job_indicator,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,total_hours_worked_for_all_jobs,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c16_nature_of_employment_(primary_occupation),57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,want_more_hours_of_work,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c18_total_number_of_hours_worked_during_the_past_week,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,look_for_additional_work,57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c21_class_of_worker_(primary_occupation),57.65,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c09a_work_indicator,57.41,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c11___engage_in_online_platform_or_mobile_application_in_his/her_work,57.15,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c15_major_industry_group,57.15,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c13_major_occupation_group,57.15,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,"location_of_work_(province,_municipality)",57.15,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,c10_job_indicator,50.51,Insufficient Data,,Potential MNAR (Drop)
FEBRUARY_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.28,Pattern Found (r=0.62),0.6218,Likely MAR (Impute)
FEBRUARY_2022.csv,c08_overseas_filipino_indicator,26.9,Pattern Found (r=0.82),0.8229,Likely MAR (Impute)
FEBRUARY_2022.csv,work_indicator,7.92,Pattern Found (r=0.58),0.5846,Likely MAR (Impute)
FEBRUARY_2022.csv,c07_highest_grade_completed,6.54,Pattern Found (r=0.67),0.6676,Likely MAR (Impute)
FEBRUARY_2022.csv,c06_marital_status,6.54,Pattern Found (r=0.57),0.5742,Likely MAR (Impute)
FEBRUARY_2022.csv,c101_line_number,0.0,No Pattern Found,0.0157,Potential MCAR (Impute)
AUGUST_2022.CSV,first_time_to_look_for_work,98.56,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,available_for_work,96.62,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c29___last_worked_(year),86.15,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,previous_occupation,86.15,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c29___last_worked_(month),86.15,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,kind_of_business_(past_quarter),86.15,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,76.61,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c26_reason_for_not_looking_for_work,74.01,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,previous_job_indicator,72.58,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.58,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,normal_working_hours_per_day,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c16_nature_of_employment_(primary_occupation),55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,want_more_hours_of_work,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,look_for_additional_work,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c18_total_number_of_hours_worked_during_the_past_week,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,total_hours_worked_for_all_jobs,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,other_job_indicator,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c21_class_of_worker_(primary_occupation),55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c20b___first_time_to_do_any_work,55.34,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c09a_work_indicator,55.11,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c13_major_occupation_group,54.67,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c15_major_industry_group,54.67,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,"location_of_work_(province,_municipality)",54.67,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,c10_job_indicator,52.91,Insufficient Data,,Potential MNAR (Drop)
AUGUST_2022.CSV,"new_employment_criteria_(jul_05,_2005)",27.91,Pattern Found (r=0.85),0.8456,Likely MAR (Impute)
AUGUST_2022.CSV,c08_overseas_filipino_indicator,26.34,Pattern Found (r=0.83),0.8261,Likely MAR (Impute)
AUGUST_2022.CSV,work_indicator,8.01,Pattern Found (r=0.48),0.4826,Likely MAR (Impute)
AUGUST_2022.CSV,c06_marital_status,6.44,Pattern Found (r=0.57),0.573,Likely MAR (Impute)
AUGUST_2022.CSV,c07_highest_grade_completed,6.44,Pattern Found (r=0.57),0.573,Likely MAR (Impute)
JULY_2022.CSV,c35_when_last_looked_for_work,99.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c32_job_search_method,98.75,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.75,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,first_time_to_look_for_work,98.75,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.27,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,available_for_work,96.27,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c27_number_of_jobs_during_the_past_week,95.46,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c39___last_worked_(month),86.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c39___last_worked_(year),86.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,kind_of_business_(past_quarter),86.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c41__previous_occupation,86.24,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c25_basic_pay_per_day_(primary_occupation),79.02,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,76.3,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c24_basis_of_payment_(primary_occupation),74.6,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c34_reason_for_not_looking_for_work,73.4,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,previous_job_indicator,72.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c08_currently_attending_school,57.31,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c19_total_number_of_hours_worked_during_the_past_week,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c23_class_of_worker_(primary_occupation),56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,normal_working_hours_per_day,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c17_nature_of_employment_(primary_occupation),56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c22_first_time_to_work,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,want_more_hours_of_work,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,total_hours_worked_for_all_jobs,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,other_job_indicator,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,look_for_additional_work,56.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c11a___working_arrangement,55.94,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c16_kind_of_business_(primary_occupation),55.52,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,"location_of_work_(province,_municipality)",55.52,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c14_primary_occupation,55.52,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,c12_job_indicator,52.15,Insufficient Data,,Potential MNAR (Drop)
JULY_2022.CSV,"new_employment_criteria_(jul_05,_2005)",28.3,Pattern Found (r=0.95),0.954,Likely MAR (Impute)
JULY_2022.CSV,c09_graduate_of_technical/vocational_course,26.85,Pattern Found (r=0.99),0.9898,Likely MAR (Impute)
JULY_2022.CSV,c10_overseas_filipino_indicator,26.85,Pattern Found (r=0.99),0.9898,Likely MAR (Impute)
JULY_2022.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.85,Pattern Found (r=0.96),0.9582,Likely MAR (Impute)
JULY_2022.CSV,work_indicator,8.09,Pattern Found (r=0.49),0.492,Likely MAR (Impute)
JULY_2022.CSV,c06_marital_status,6.63,Pattern Found (r=0.59),0.5882,Likely MAR (Impute)
JULY_2022.CSV,c07_highest_grade_completed,6.63,Pattern Found (r=0.59),0.5882,Likely MAR (Impute)
JULY_2022.CSV,c101_line_number,0.0,No Pattern Found,0.0081,Potential MCAR (Impute)
DECEMBER_2022.CSV,first_time_to_look_for_work,98.85,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,available_for_work,96.96,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c29___last_worked_(year),86.52,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,previous_occupation,86.52,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c29___last_worked_(month),86.52,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,kind_of_business_(past_quarter),86.52,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,75.83,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c26_reason_for_not_looking_for_work,75.05,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,previous_job_indicator,73.9,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.9,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,normal_working_hours_per_day,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c16_nature_of_employment_(primary_occupation),54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,want_more_hours_of_work,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,look_for_additional_work,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,total_hours_worked_for_all_jobs,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,other_job_indicator,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c21_class_of_worker_(primary_occupation),54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c20b___first_time_to_do_any_work,54.53,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c09a_work_indicator,54.4,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c13_major_occupation_group,53.96,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c15_major_industry_group,53.96,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,"location_of_work_(province,_municipality)",53.96,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,c10_job_indicator,53.7,Insufficient Data,,Potential MNAR (Drop)
DECEMBER_2022.CSV,"new_employment_criteria_(jul_05,_2005)",28.43,Pattern Found (r=0.86),0.8563,Likely MAR (Impute)
DECEMBER_2022.CSV,c08_overseas_filipino_indicator,26.97,Pattern Found (r=0.78),0.7803,Likely MAR (Impute)
DECEMBER_2022.CSV,work_indicator,8.09,Pattern Found (r=0.47),0.4651,Likely MAR (Impute)
DECEMBER_2022.CSV,c06_marital_status,6.64,Pattern Found (r=0.58),0.5843,Likely MAR (Impute)
DECEMBER_2022.CSV,c07_highest_grade_completed,6.64,Pattern Found (r=0.58),0.5843,Likely MAR (Impute)
MARCH_2022.csv,available_for_work,96.02,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,previous_occupation,86.59,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c29___last_worked_(month),86.59,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c29___last_worked_(year),86.59,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,kind_of_business_(past_quarter),86.59,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.12,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c26_reason_for_not_looking_for_work,73.59,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,looked_for_work_or_tried_to_establish_business_during_the_past_week,71.93,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,previous_job_indicator,71.93,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,normal_working_hours_per_day,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,total_hours_worked_for_all_jobs,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c16_nature_of_employment_(primary_occupation),56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,want_more_hours_of_work,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c18_total_number_of_hours_worked_during_the_past_week,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,other_job_indicator,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c21_class_of_worker_(primary_occupation),56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,look_for_additional_work,56.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c09a_work_indicator,56.22,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c11___engage_in_online_platform_or_mobile_application_in_his/her_work,55.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c15_major_industry_group,55.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,"location_of_work_(province,_municipality)",55.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c13_major_occupation_group,55.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,c10_job_indicator,51.92,Insufficient Data,,Potential MNAR (Drop)
MARCH_2022.csv,"new_employment_criteria_(jul_05,_2005)",28.66,Pattern Found (r=0.86),0.8618,Likely MAR (Impute)
MARCH_2022.csv,c08_overseas_filipino_indicator,27.26,Pattern Found (r=0.68),0.6784,Likely MAR (Impute)
MARCH_2022.csv,work_indicator,8.14,Pattern Found (r=0.42),0.4191,Likely MAR (Impute)
MARCH_2022.csv,c07_highest_grade_completed,6.74,Pattern Found (r=0.59),0.5927,Likely MAR (Impute)
MARCH_2022.csv,c06_marital_status,6.74,Pattern Found (r=0.59),0.5927,Likely MAR (Impute)
NOVEMBER_2022.CSV,first_time_to_look_for_work,98.85,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,available_for_work,96.74,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,previous_occupation,85.96,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c29___last_worked_(year),85.96,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,kind_of_business_(past_quarter),85.96,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c29___last_worked_(month),85.96,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c26_reason_for_not_looking_for_work,75.28,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,74.13,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,previous_job_indicator,74.13,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,72.72,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c10_job_indicator,54.47,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,normal_working_hours_per_day,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c16_nature_of_employment_(primary_occupation),53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c18_total_number_of_hours_worked_during_the_past_week,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,look_for_additional_work,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,want_more_hours_of_work,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,total_hours_worked_for_all_jobs,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,other_job_indicator,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c21_class_of_worker_(primary_occupation),53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c20b___first_time_to_do_any_work,53.8,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c09a_work_indicator,53.58,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,"location_of_work_(province,_municipality)",53.2,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c15_major_industry_group,53.2,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,c13_major_occupation_group,53.2,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2022.CSV,"new_employment_criteria_(jul_05,_2005)",27.93,Pattern Found (r=0.85),0.8477,Likely MAR (Impute)
NOVEMBER_2022.CSV,c08_overseas_filipino_indicator,26.43,Pattern Found (r=0.83),0.8344,Likely MAR (Impute)
NOVEMBER_2022.CSV,work_indicator,8.06,Pattern Found (r=0.41),0.4121,Likely MAR (Impute)
NOVEMBER_2022.CSV,c06_marital_status,6.55,Pattern Found (r=0.58),0.5808,Likely MAR (Impute)
NOVEMBER_2022.CSV,c07_highest_grade_completed,6.55,Pattern Found (r=0.58),0.5808,Likely MAR (Impute)
NOVEMBER_2022.CSV,c101_line_number,0.01,No Pattern Found,0.0113,Potential MCAR (Impute)
MAY_2022.csv,first_time_to_look_for_work,98.58,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,available_for_work,96.11,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c29___last_worked_(year),86.3,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,previous_occupation,86.3,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c29___last_worked_(month),86.3,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,kind_of_business_(past_quarter),86.3,Insufficient Data,,Potential MNAR (Drop)
MAY_2022.csv,c24_reasons_for_working_more_than_48_hours_during_the_past_week,76.68,Insufficient Data,,Potential MNAR (Drop)
